run_id,config_key,vi1_quantization,vi2_batch_size,vi3_output_length,vi4_context_case,vi4_mean_input_tokens,repetition,batch_index,batch_total,batch_actual_size,status,energy_j,duration_s,avg_power_w,peak_power_w,vram_peak_mb,vram_used_start_mb,prompt_tokens,completion_tokens,throughput_tok_s,j_per_token,tpot_ms,j_per_token_calc,tok_per_j,gco2eq,nvml_sample_count,nvml_available
int4_awq_b4_o256_caseA_rep1_batch7of8_1780407175,int4_awq_b4_o256_caseA_rep1,int4_awq,4,256,A,232,1,7,8,4,success,550.4336,2.3458,165.89,282.31,23656.3,23656.3,928,533,227.2147,1.032708,4.4,1.0327084427767355,0.9683275148900795,0.044952077333333326,34,True
int4_awq_b1_o256_caseC_rep1_batch1of30_1780404429,int4_awq_b1_o256_caseC_rep1,int4_awq,1,256,C,3793,1,1,30,1,success,702.293475,2.6844,193.93,321.21,23240.3,23240.3,3793,256,95.3654,2.743334,10.49,2.74333388671875,0.364519975071675,0.057353967124999995,37,True
int4_awq_b1_o256_caseA_rep1_batch23of30_1780415348,int4_awq_b1_o256_caseA_rep1,int4_awq,1,256,A,232,1,23,30,1,success,546.911119,2.1405,176.0,287.57,23656.3,23656.3,232,256,119.5958,2.136372,8.36,2.13637155859375,0.46808337059974825,0.04466440805166667,32,True
int4_awq_b1_o64_caseA_rep1_batch21of30_1780417149,int4_awq_b1_o64_caseA_rep1,int4_awq,1,64,A,232,1,21,30,1,success,107.291021,0.5332,72.21,115.34,23656.3,23656.3,232,58,108.7829,1.849845,9.19,1.8498451896551724,0.5405857774435756,0.008762100048333334,16,True
int4_awq_b1_o512_caseB_rep2_batch14of30_1780413241,int4_awq_b1_o512_caseB_rep2,int4_awq,1,512,B,897,2,14,30,1,success,276.477505,1.3467,122.04,281.16,23656.3,23656.3,897,147,109.1545,1.880799,9.16,1.8807993537414966,0.5316888258232799,0.022578996241666666,24,True
int4_awq_b1_o256_caseC_rep1_batch15of30_1780404543,int4_awq_b1_o256_caseC_rep1,int4_awq,1,256,C,3795,1,15,30,1,success,662.705897,2.5686,187.85,318.64,23240.3,23240.3,3795,256,99.6671,2.588695,10.03,2.58869491015625,0.38629503850634966,0.05412098158833333,36,True
int4_awq_b1_o512_caseB_rep3_batch25of30_1780407712,int4_awq_b1_o512_caseB_rep3,int4_awq,1,512,B,872,3,25,30,1,success,762.349414,2.9341,194.57,290.47,23656.3,23656.3,872,343,116.9008,2.222593,8.55,2.2225930437317785,0.44992492117269467,0.06225853547666667,40,True
int4_awq_b1_o512_caseC_rep3_batch2of30_1780418400,int4_awq_b1_o512_caseC_rep3,int4_awq,1,512,C,3790,3,2,30,1,success,327.927246,1.35,144.41,327.59,23656.3,23656.3,3790,107,79.2566,3.064741,12.62,3.06474061682243,0.3262918873169813,0.02678072509,24,True
int4_awq_b1_o64_caseA_rep2_batch16of30_1780408881,int4_awq_b1_o64_caseA_rep2,int4_awq,1,64,A,237,2,16,30,1,success,115.73355,0.5878,77.82,125.46,23656.3,23656.3,237,64,108.8728,1.808337,9.19,1.80833671875,0.5529943564333766,0.009451573249999998,16,True
int4_awq_b1_o512_caseB_rep3_batch3of30_1780407542,int4_awq_b1_o512_caseB_rep3,int4_awq,1,512,B,877,3,3,30,1,success,388.342023,1.519,155.62,284.77,23656.3,23656.3,877,170,111.9171,2.284365,8.94,2.2843648411764703,0.4377584446996611,0.03171459854499999,26,True
int4_awq_b4_o256_caseB_rep2_batch7of8_1780411589,int4_awq_b4_o256_caseB_rep2,int4_awq,4,256,B,885,2,7,8,4,success,701.088302,2.6686,193.86,302.62,23656.3,23656.3,3541,923,345.8763,0.759576,2.89,0.759575625135428,1.316524605198733,0.05725554466333334,37,True
int4_awq_b1_o64_caseB_rep3_batch29of30_1780414331,int4_awq_b1_o64_caseB_rep3,int4_awq,1,64,B,889,3,29,30,1,success,123.573815,0.7018,77.91,129.08,23656.3,23656.3,889,64,91.199,1.930841,10.97,1.930840859375,0.5179090732126381,0.010091861558333332,17,True
int4_awq_b1_o512_caseB_rep2_batch18of30_1780413270,int4_awq_b1_o512_caseB_rep2,int4_awq,1,512,B,895,2,18,30,1,success,244.38746,1.2338,112.92,258.19,23656.3,23656.3,895,130,105.3641,1.879904,9.49,1.8799035384615386,0.5319421872136975,0.019958309233333336,23,True
int4_awq_b1_o256_caseA_rep1_batch5of30_1780415210,int4_awq_b1_o256_caseA_rep1,int4_awq,1,256,A,234,1,5,30,1,success,444.736119,1.8452,157.75,287.78,23656.3,23656.3,234,224,121.3941,1.985429,8.24,1.9854291026785713,0.5036694579780691,0.03632011638499999,29,True
int4_awq_b1_o256_caseC_rep1_batch17of30_1780404559,int4_awq_b1_o256_caseC_rep1,int4_awq,1,256,C,3797,1,17,30,1,success,696.097133,2.5725,198.0,302.72,23240.3,23240.3,3797,256,99.5145,2.719129,10.05,2.71912942578125,0.36776476710470807,0.056847932528333325,36,True
int4_awq_b1_o64_caseB_rep3_batch8of30_1780414189,int4_awq_b1_o64_caseB_rep3,int4_awq,1,64,B,886,3,8,30,1,success,121.013621,0.6807,76.38,127.98,23656.3,23656.3,886,64,94.0223,1.890838,10.64,1.890837828125,0.5288660852483705,0.009882779048333332,17,True
int4_awq_b4_o256_caseA_rep3_batch5of8_1780412974,int4_awq_b4_o256_caseA_rep3,int4_awq,4,256,A,232,3,5,8,4,success,574.874108,2.3098,172.7,282.62,23656.3,23656.3,930,790,342.0158,0.727689,2.92,0.7276887443037975,1.374213917458255,0.04694805215333333,34,True
int4_awq_b1_o256_caseB_rep3_batch8of30_1780423710,int4_awq_b1_o256_caseB_rep3,int4_awq,1,256,B,886,3,8,30,1,success,200.362974,0.9338,107.51,243.71,23656.3,23656.3,886,97,103.8782,2.065598,9.63,2.065597670103093,0.484121382626313,0.01636297621,20,True
int4_awq_b1_o256_caseB_rep2_batch30of30_1780422258,int4_awq_b1_o256_caseB_rep2,int4_awq,1,256,B,891,2,30,30,1,success,450.027682,1.8705,160.44,286.0,23656.3,23656.3,891,212,113.3405,2.122772,8.82,2.1227720849056606,0.47108213223203455,0.03675226069666667,29,True
int4_awq_b1_o64_caseB_rep2_batch5of30_1780421024,int4_awq_b1_o64_caseB_rep2,int4_awq,1,64,B,896,2,5,30,1,success,128.864974,0.6736,81.16,133.27,23656.3,23656.3,896,64,95.01,2.013515,10.53,2.01351521875,0.4966438746963159,0.010523972876666666,17,True
int4_awq_b1_o256_caseB_rep2_batch22of30_1780422194,int4_awq_b1_o256_caseB_rep2,int4_awq,1,256,B,894,2,22,30,1,success,207.728239,1.1465,100.89,236.17,23656.3,23656.3,894,121,105.5368,1.716762,9.48,1.716762305785124,0.582491819997569,0.016964472851666666,22,True
int4_awq_b1_o512_caseB_rep1_batch18of30_1780415871,int4_awq_b1_o512_caseB_rep1,int4_awq,1,512,B,895,1,18,30,1,success,261.662397,1.2041,120.55,264.05,23656.3,23656.3,895,130,107.9645,2.012788,9.26,2.0127876692307693,0.4968233933896126,0.021369095754999998,23,True
int4_awq_b1_o64_caseB_rep2_batch30of30_1780421193,int4_awq_b1_o64_caseB_rep2,int4_awq,1,64,B,891,2,30,30,1,success,119.800486,0.6732,77.63,193.78,23656.3,23656.3,891,64,95.0635,1.871883,10.52,1.87188259375,0.5342215389677133,0.009783706356666668,17,True
int4_awq_b8_o64_caseB_rep1_batch1of4_1780404267,int4_awq_b8_o64_caseB_rep1,int4_awq,8,64,B,883,1,1,4,8,success,353.559768,1.3256,155.79,363.06,22456.3,22456.3,7071,512,386.2381,0.690546,2.59,0.690546421875,1.448128566483277,0.02887404772,24,True
int4_awq_b1_o256_caseA_rep3_batch14of30_1780421579,int4_awq_b1_o256_caseA_rep3,int4_awq,1,256,A,235,3,14,30,1,success,112.10502,0.5904,75.47,124.14,23656.3,23656.3,235,65,110.0944,1.724693,9.08,1.7246926153846154,0.5798134641963402,0.0091552433,16,True
int4_awq_b1_o256_caseA_rep1_batch30of30_1780415400,int4_awq_b1_o256_caseA_rep1,int4_awq,1,256,A,233,1,30,30,1,success,73.619562,0.2768,61.87,86.13,23656.3,23656.3,233,25,90.3206,2.944782,11.07,2.94478248,0.33958365576801447,0.00601226423,13,True
int4_awq_b1_o64_caseA_rep1_batch13of30_1780417096,int4_awq_b1_o64_caseA_rep1,int4_awq,1,64,A,230,1,13,30,1,success,122.361564,0.6062,76.85,117.61,23656.3,23656.3,230,64,105.5784,1.911899,9.47,1.9118994375,0.5230400618285657,0.00999286106,17,True
int4_awq_b1_o64_caseA_rep3_batch3of30_1780412250,int4_awq_b1_o64_caseA_rep3,int4_awq,1,64,A,235,3,3,30,1,success,106.928143,0.5911,72.12,120.24,23656.3,23656.3,235,64,108.2654,1.670752,9.24,1.670752234375,0.5985327922509605,0.008732465011666666,16,True
int4_awq_b4_o64_caseC_rep2_batch1of8_1780418795,int4_awq_b4_o64_caseC_rep2,int4_awq,4,64,C,3793,2,1,8,4,success,799.291825,2.2304,248.12,440.12,23656.3,23656.3,15175,256,114.78,3.122234,8.71,3.12223369140625,0.3202835209780858,0.06527549904166666,33,True
int4_awq_b1_o512_caseC_rep3_batch4of30_1780418416,int4_awq_b1_o512_caseC_rep3,int4_awq,1,512,C,3796,3,4,30,1,success,1355.400514,4.7796,236.44,334.82,23656.3,23656.3,3796,512,107.1227,2.647267,9.34,2.64726662890625,0.3777481229433856,0.11069104197666665,58,True
int4_awq_b1_o256_caseA_rep2_batch4of30_1780416479,int4_awq_b1_o256_caseA_rep2,int4_awq,1,256,A,237,2,4,30,1,success,366.604031,1.5114,146.99,280.85,23656.3,23656.3,237,180,119.0983,2.036689,8.4,2.0366890611111113,0.4909929645590831,0.029939329198333333,26,True
int4_awq_b4_o256_caseA_rep2_batch3of8_1780417791,int4_awq_b4_o256_caseA_rep2,int4_awq,4,256,A,234,2,3,8,4,success,573.936107,2.3121,173.44,285.59,23656.3,23656.3,937,879,380.1684,0.652942,2.63,0.652942101251422,1.5315293623790078,0.04687144873833333,34,True
int4_awq_b1_o64_caseC_rep3_batch16of30_1780406156,int4_awq_b1_o64_caseC_rep3,int4_awq,1,64,C,3794,3,16,30,1,success,227.783099,0.9876,122.31,289.62,23656.3,23656.3,3794,64,64.8062,3.559111,15.43,3.559110921875,0.280969045908011,0.018602286418333336,20,True
int4_awq_b1_o512_caseA_rep1_batch21of30_1780409846,int4_awq_b1_o512_caseA_rep1,int4_awq,1,512,A,232,1,21,30,1,success,106.326934,0.5654,71.84,123.15,23656.3,23656.3,232,58,102.5894,1.833223,9.75,1.8332229999999998,0.5454873738765006,0.008683366276666665,16,True
int4_awq_b1_o512_caseC_rep1_batch16of30_1780413883,int4_awq_b1_o512_caseC_rep1,int4_awq,1,512,C,3794,1,16,30,1,success,301.114821,1.2015,145.49,332.38,23656.3,23656.3,3794,91,75.7408,3.308954,13.2,3.308954076923077,0.3022102987086112,0.024591043715,22,True
int4_awq_b1_o256_caseB_rep3_batch26of30_1780423848,int4_awq_b1_o256_caseB_rep3,int4_awq,1,256,B,893,3,26,30,1,success,529.222426,2.2257,164.97,286.36,23656.3,23656.3,893,256,115.0187,2.067275,8.69,2.0672751015625,0.4837285561288742,0.04321983145666667,33,True
int4_awq_b8_o512_caseA_rep2_batch3of4_1780420056,int4_awq_b8_o512_caseA_rep2,int4_awq,8,512,A,233,2,3,4,8,success,1231.023275,4.6007,222.45,299.6,23656.3,23656.3,1864,1943,422.3249,0.633568,2.37,0.6335683350488934,1.578361708879956,0.10053356745833333,56,True
int4_awq_b1_o512_caseA_rep2_batch7of30_1780410264,int4_awq_b1_o512_caseA_rep2,int4_awq,1,512,A,232,2,7,30,1,success,427.902032,1.7154,157.56,288.83,23656.3,23656.3,232,207,120.6745,2.06716,8.29,2.067159574879227,0.4837555901113365,0.03494533261333333,28,True
int4_awq_b4_o64_caseA_rep2_batch7of8_1780422808,int4_awq_b4_o64_caseA_rep2,int4_awq,4,64,A,232,2,7,8,4,success,140.670191,0.7215,84.5,180.19,23656.3,23656.3,928,215,297.9977,0.65428,3.36,0.6542799581395349,1.5283977257129053,0.011488065598333333,18,True
int4_awq_b1_o512_caseA_rep1_batch16of30_1780409805,int4_awq_b1_o512_caseA_rep1,int4_awq,1,512,A,237,1,16,30,1,success,276.976792,1.2428,126.39,249.92,23656.3,23656.3,237,145,116.6677,1.910185,8.57,1.910184772413793,0.5235095653790373,0.02261977134666666,23,True
int4_awq_b1_o512_caseA_rep3_batch3of30_1780410468,int4_awq_b1_o512_caseA_rep3,int4_awq,1,512,A,235,3,3,30,1,success,163.249432,0.8579,93.13,225.09,23656.3,23656.3,235,99,115.3962,1.648984,8.67,1.6489841616161618,0.6064339629677854,0.013332036946666667,19,True
int4_awq_b1_o512_caseA_rep2_batch13of30_1780410313,int4_awq_b1_o512_caseA_rep2,int4_awq,1,512,A,230,2,13,30,1,success,1110.017272,4.1919,215.88,287.81,23656.3,23656.3,230,512,122.1417,2.168002,8.19,2.168002484375,0.4612540839814968,0.09065141054666667,52,True
int4_awq_b1_o64_caseA_rep3_batch20of30_1780412363,int4_awq_b1_o64_caseA_rep3,int4_awq,1,64,A,235,3,20,30,1,success,123.386252,0.606,77.56,120.22,23656.3,23656.3,235,64,105.619,1.92791,9.47,1.9279101875,0.5186963617308029,0.010076543913333331,17,True
int4_awq_b4_o64_caseA_rep1_batch1of8_1780420421,int4_awq_b4_o64_caseA_rep1,int4_awq,4,64,A,235,1,1,8,4,success,140.197901,0.7073,82.85,130.28,23656.3,23656.3,940,222,313.8491,0.631522,3.19,0.6315220765765766,1.583475918088103,0.011449495248333334,18,True
int4_awq_b8_o64_caseB_rep3_batch3of4_1780408446,int4_awq_b8_o64_caseB_rep3,int4_awq,8,64,B,894,3,3,4,8,success,407.554647,1.3245,177.97,347.85,23656.3,23656.3,7155,512,386.5612,0.796005,2.59,0.796005169921875,1.2562732476952962,0.033283629505,24,True
int4_awq_b1_o256_caseA_rep2_batch1of30_1780416458,int4_awq_b1_o256_caseA_rep2,int4_awq,1,256,A,232,2,1,30,1,success,326.38284,1.4705,136.94,276.07,23656.3,23656.3,232,175,119.0089,1.865045,8.4,1.8650448,0.5361801496671823,0.0266545986,25,True
int4_awq_b1_o512_caseC_rep1_batch11of30_1780413841,int4_awq_b1_o512_caseC_rep1,int4_awq,1,512,C,3792,1,11,30,1,success,348.156924,1.3688,150.24,323.71,23656.3,23656.3,3792,109,79.6297,3.1941,12.56,3.1941002201834863,0.3130772145723576,0.02843281546,24,True
int4_awq_b1_o256_caseA_rep2_batch22of30_1780416618,int4_awq_b1_o256_caseA_rep2,int4_awq,1,256,A,231,2,22,30,1,success,122.366787,0.65,78.82,182.91,23656.3,23656.3,231,71,109.2316,1.723476,9.15,1.7234758732394366,0.5802228017966999,0.009993287605,17,True
int4_awq_b8_o512_caseB_rep1_batch2of4_1780417614,int4_awq_b8_o512_caseB_rep1,int4_awq,8,512,B,888,1,2,4,8,success,1131.95372,3.926,228.93,378.78,23656.3,23656.3,7105,1392,354.5618,0.813185,2.82,0.8131851436781609,1.2297322544246774,0.09244288713333333,50,True
int4_awq_b4_o512_caseC_rep1_batch4of8_1780417405,int4_awq_b4_o512_caseC_rep1,int4_awq,4,512,C,3793,1,4,8,4,success,1870.721068,6.1471,261.74,449.11,23656.3,23656.3,15173,794,129.166,2.356072,7.74,2.3560718740554156,0.42443526914938234,0.15277555388666667,72,True
int4_awq_b1_o64_caseA_rep3_batch25of30_1780412397,int4_awq_b1_o64_caseA_rep3,int4_awq,1,64,A,233,3,25,30,1,success,117.315028,0.5868,78.73,127.14,24045.6,23656.3,233,64,109.0701,1.833047,9.17,1.8330473125,0.5455396558401708,0.009580727286666667,16,True
int4_awq_b1_o64_caseB_rep3_batch6of30_1780414176,int4_awq_b1_o64_caseB_rep3,int4_awq,1,64,B,878,3,6,30,1,success,121.156872,0.6841,76.59,131.17,23656.3,23656.3,878,64,93.5517,1.893076,10.69,1.893076125,0.5282407753148332,0.00989447788,17,True
int4_awq_b4_o512_caseC_rep2_batch6of8_1780405096,int4_awq_b4_o512_caseC_rep2,int4_awq,4,512,C,3791,2,6,8,4,success,2089.748073,6.5802,277.01,448.56,23656.3,23656.3,15166,1679,255.1582,1.244639,3.92,1.2446385187611675,0.8034461290779713,0.17066275929500002,76,True
int4_awq_b1_o512_caseA_rep2_batch2of30_1780410228,int4_awq_b1_o512_caseA_rep2,int4_awq,1,512,A,236,2,2,30,1,success,79.802222,0.3196,62.13,93.43,23656.3,23656.3,236,30,93.8809,2.660074,10.65,2.6600740666666667,0.37592938201645565,0.006517181463333332,14,True
int4_awq_b1_o64_caseC_rep3_batch28of30_1780406241,int4_awq_b1_o64_caseC_rep3,int4_awq,1,64,C,3795,3,28,30,1,success,205.773843,0.9829,109.72,228.56,23656.3,23656.3,3795,64,65.1157,3.215216,15.36,3.215216296875,0.31102106597678697,0.016804863844999997,20,True
int4_awq_b1_o512_caseA_rep2_batch27of30_1780410425,int4_awq_b1_o512_caseA_rep2,int4_awq,1,512,A,233,2,27,30,1,success,1064.073742,4.0596,211.27,291.43,23656.3,23656.3,233,498,122.6719,2.136694,8.15,2.136694261044177,0.4680126765124141,0.08689935559666666,51,True
int4_awq_b1_o64_caseA_rep2_batch19of30_1780408901,int4_awq_b1_o64_caseA_rep2,int4_awq,1,64,A,230,2,19,30,1,success,113.984662,0.5899,78.26,175.34,23656.3,23656.3,230,64,108.4876,1.78101,9.22,1.78101034375,0.5614790523307426,0.009308747396666666,16,True
int4_awq_b4_o64_caseC_rep1_batch5of8_1780408625,int4_awq_b4_o64_caseC_rep1,int4_awq,4,64,C,3793,1,5,8,4,success,748.567715,2.2523,231.28,448.31,23656.3,23656.3,15174,216,95.904,3.465591,10.43,3.4655912731481484,0.2885510497871258,0.06113303005833333,33,True
int4_awq_b1_o64_caseA_rep2_batch13of30_1780408862,int4_awq_b1_o64_caseA_rep2,int4_awq,1,64,A,230,2,13,30,1,success,109.470738,0.588,73.52,115.09,23656.3,23656.3,230,64,108.8415,1.71048,9.19,1.71048028125,0.5846311185003613,0.00894011027,16,True
int4_awq_b1_o256_caseA_rep1_batch25of30_1780415364,int4_awq_b1_o256_caseA_rep1,int4_awq,1,256,A,233,1,25,30,1,success,375.655255,1.5611,150.59,284.36,23656.3,23656.3,233,185,118.5033,2.030569,8.44,2.030568945945946,0.4924728126058026,0.030678512491666664,26,True
int4_awq_b1_o64_caseC_rep2_batch5of30_1780411760,int4_awq_b1_o64_caseC_rep2,int4_awq,1,64,C,3791,2,5,30,1,success,192.928154,0.9975,102.01,173.41,23656.3,23656.3,3791,64,64.1584,3.014502,15.59,3.01450240625,0.33172970700792587,0.015755799243333334,20,True
int4_awq_b1_o512_caseA_rep2_batch20of30_1780410371,int4_awq_b1_o512_caseA_rep2,int4_awq,1,512,A,235,2,20,30,1,success,510.453154,2.0567,169.94,287.09,23656.3,23656.3,235,246,119.6112,2.075013,8.36,2.0750128211382113,0.4819247330970552,0.04168700757666666,31,True
int4_awq_b1_o256_caseC_rep3_batch20of30_1780422553,int4_awq_b1_o256_caseC_rep3,int4_awq,1,256,C,3791,3,20,30,1,success,713.537641,2.6114,197.0,324.11,23656.3,23656.3,3791,256,98.0313,2.787256,10.2,2.78725641015625,0.3587757467724117,0.05827224068166667,37,True
int4_awq_b1_o64_caseB_rep1_batch10of30_1780423385,int4_awq_b1_o64_caseB_rep1,int4_awq,1,64,B,889,1,10,30,1,success,130.42509,0.6749,83.9,195.44,23656.3,23656.3,889,64,94.8357,2.037892,10.54,2.03789203125,0.49070313081631756,0.01065138235,17,True
int4_awq_b4_o512_caseC_rep2_batch7of8_1780405109,int4_awq_b4_o512_caseC_rep2,int4_awq,4,512,C,3795,2,7,8,4,success,1745.264391,5.6809,262.45,448.63,23656.3,23656.3,15180,922,162.2981,1.892911,6.16,1.8929114869848156,0.5282867196251643,0.142529925265,67,True
int4_awq_b1_o512_caseA_rep2_batch12of30_1780410305,int4_awq_b1_o512_caseA_rep2,int4_awq,1,512,A,234,2,12,30,1,success,461.160514,1.8742,164.4,282.72,23656.3,23656.3,234,223,118.9853,2.067984,8.4,2.0679843677130045,0.4835626495116622,0.03766144197666666,29,True
int4_awq_b8_o64_caseA_rep1_batch2of4_1780421331,int4_awq_b8_o64_caseA_rep1,int4_awq,8,64,A,234,1,2,4,8,success,181.283181,0.7966,108.75,242.58,23656.3,23656.3,1874,467,586.2195,0.388187,1.71,0.3881866830835118,2.5760801273671383,0.014804793115000001,18,True
int4_awq_b8_o512_caseC_rep1_batch3of4_1780409176,int4_awq_b8_o512_caseC_rep1,int4_awq,8,512,C,3792,1,3,4,8,success,3205.199767,9.4609,306.56,449.14,23656.3,23656.3,30340,3239,342.355,0.989565,2.92,0.9895646085211485,1.0105454372448168,0.26175798097166664,105,True
int4_awq_b1_o64_caseA_rep2_batch15of30_1780408875,int4_awq_b1_o64_caseA_rep2,int4_awq,1,64,A,235,2,15,30,1,success,114.782499,0.5847,76.94,118.36,23656.3,23656.3,235,64,109.4558,1.793477,9.14,1.793476546875,0.5575762904412805,0.009373904084999999,16,True
int4_awq_b4_o512_caseA_rep3_batch6of8_1780414854,int4_awq_b4_o512_caseA_rep3,int4_awq,4,512,A,233,3,6,8,4,success,822.85047,3.1107,199.49,281.89,23656.3,23656.3,934,811,260.7154,1.014612,3.84,1.014612170160296,0.9855982703637516,0.06719945505,42,True
int4_awq_b1_o512_caseA_rep3_batch16of30_1780410573,int4_awq_b1_o512_caseA_rep3,int4_awq,1,512,A,237,3,16,30,1,success,276.280185,1.2366,127.38,287.58,23656.3,23656.3,237,145,117.2539,1.905381,8.53,1.9053805862068967,0.5248295312962816,0.022562881775000005,23,True
int4_awq_b1_o64_caseA_rep3_batch13of30_1780412317,int4_awq_b1_o64_caseA_rep3,int4_awq,1,64,A,230,3,13,30,1,success,106.323786,0.5893,71.98,127.41,23656.3,23656.3,230,64,108.5972,1.661309,9.21,1.66130915625,0.6019349235739216,0.00868310919,16,True
int4_awq_b1_o256_caseA_rep1_batch16of30_1780415296,int4_awq_b1_o256_caseA_rep1,int4_awq,1,256,A,237,1,16,30,1,success,259.994803,1.232,120.04,276.17,23656.3,23656.3,237,145,117.6968,1.793068,8.5,1.7930676068965516,0.5577034553263743,0.021232908911666667,23,True
int4_awq_b1_o64_caseB_rep1_batch18of30_1780423439,int4_awq_b1_o64_caseB_rep1,int4_awq,1,64,B,895,1,18,30,1,success,127.582044,0.6825,80.43,133.68,23656.3,23656.3,895,64,93.7679,1.993469,10.66,1.9934694375,0.5016379891201618,0.010419200259999999,17,True
int4_awq_b1_o512_caseC_rep2_batch9of30_1780419708,int4_awq_b1_o512_caseC_rep2,int4_awq,1,512,C,3794,2,9,30,1,success,1333.353545,4.8096,232.03,293.46,23656.3,23656.3,3794,512,106.4542,2.604206,9.39,2.604206142578125,0.38399417912823713,0.10889053950833333,58,True
int4_awq_b1_o64_caseC_rep1_batch20of30_1780414603,int4_awq_b1_o64_caseC_rep1,int4_awq,1,64,C,3791,1,20,30,1,success,251.013202,0.9841,133.95,291.04,23656.3,23656.3,3791,64,65.0349,3.922081,15.38,3.92208128125,0.25496666904396525,0.020499411496666665,20,True
int4_awq_b1_o512_caseC_rep2_batch7of30_1780419689,int4_awq_b1_o512_caseC_rep2,int4_awq,1,512,C,3800,2,7,30,1,success,1342.744485,5.004,226.44,333.56,23656.3,23656.3,3800,512,102.3186,2.622548,9.77,2.622547822265625,0.381308585303927,0.10965746627499999,60,True
int4_awq_b1_o512_caseC_rep3_batch16of30_1780418527,int4_awq_b1_o512_caseC_rep3,int4_awq,1,512,C,3794,3,16,30,1,success,293.197693,1.2145,135.27,311.68,23656.3,23656.3,3794,91,74.9286,3.221953,13.35,3.2219526703296704,0.3103707913554422,0.023944478261666666,23,True
int4_awq_b1_o512_caseB_rep3_batch21of30_1780407677,int4_awq_b1_o512_caseB_rep3,int4_awq,1,512,B,899,3,21,30,1,success,416.374211,1.854,149.27,286.4,23656.3,23656.3,899,209,112.7306,1.992221,8.87,1.992221105263158,0.5019523171188909,0.03400389389833333,29,True
int4_awq_b4_o64_caseA_rep3_batch5of8_1780420394,int4_awq_b4_o64_caseA_rep3,int4_awq,4,64,A,232,3,5,8,4,success,135.460741,0.707,80.19,127.97,23656.3,23656.3,930,224,316.8152,0.604735,3.16,0.6047354508928572,1.6536156405640803,0.011062627181666668,18,True
int4_awq_b4_o512_caseA_rep2_batch1of8_1780411153,int4_awq_b4_o512_caseA_rep2,int4_awq,4,512,A,235,2,1,8,4,success,422.067227,1.6406,162.21,284.1,23656.3,23656.3,940,484,295.0217,0.87204,3.39,0.8720397252066115,1.1467367495936849,0.03446882353833333,27,True
int4_awq_b1_o256_caseC_rep2_batch29of30_1780412798,int4_awq_b1_o256_caseC_rep2,int4_awq,1,256,C,3798,2,29,30,1,success,572.893079,2.1339,183.29,302.61,23656.3,23656.3,3798,199,93.2551,2.87886,10.72,2.8788596934673363,0.3473597557634311,0.04678626811833333,32,True
int4_awq_b4_o512_caseC_rep3_batch4of8_1780405865,int4_awq_b4_o512_caseC_rep3,int4_awq,4,512,C,3793,3,4,8,4,success,1906.176541,6.0264,270.33,449.01,23656.3,23656.3,15173,794,131.7541,2.400726,7.59,2.400726122166247,0.41654064191948315,0.15567108418166667,71,True
int4_awq_b1_o64_caseB_rep2_batch18of30_1780421112,int4_awq_b1_o64_caseB_rep2,int4_awq,1,64,B,895,2,18,30,1,success,126.580029,0.6713,79.75,130.69,23656.3,23656.3,895,64,95.3392,1.977813,10.49,1.977812953125,0.5056089851267138,0.010337369034999998,17,True
int4_awq_b1_o256_caseB_rep1_batch28of30_1780405651,int4_awq_b1_o256_caseB_rep1,int4_awq,1,256,B,883,1,28,30,1,success,334.4222,1.5591,133.4,287.77,23656.3,23656.3,883,174,111.6051,1.921967,8.96,1.9219666666666666,0.5203003867566208,0.02731114633333333,26,True
int4_awq_b1_o256_caseB_rep3_batch21of30_1780423808,int4_awq_b1_o256_caseB_rep3,int4_awq,1,256,B,899,3,21,30,1,success,437.339805,1.8305,155.78,289.97,23656.3,23656.3,899,209,114.1738,2.092535,8.76,2.0925349521531103,0.4778892696492605,0.035716084075,29,True
int4_awq_b1_o512_caseA_rep3_batch27of30_1780410659,int4_awq_b1_o512_caseA_rep3,int4_awq,1,512,A,233,3,27,30,1,success,1074.091597,4.0542,213.46,291.95,23656.3,23656.3,233,498,122.8354,2.15681,8.14,2.156810435742972,0.4636476082588699,0.08771748042166667,51,True
int4_awq_b1_o512_caseB_rep3_batch9of30_1780407586,int4_awq_b1_o512_caseB_rep3,int4_awq,1,512,B,897,3,9,30,1,success,224.891716,1.1544,109.19,260.46,23656.3,23656.3,897,124,107.4172,1.813643,9.31,1.813642870967742,0.5513764677752737,0.018366156806666666,22,True
int4_awq_b1_o256_caseA_rep3_batch4of30_1780421500,int4_awq_b1_o256_caseA_rep3,int4_awq,1,256,A,237,3,4,30,1,success,342.141214,1.5237,136.75,283.36,23656.3,23656.3,237,180,118.1337,1.900785,8.46,1.9007845222222222,0.526098559994003,0.027941532476666666,26,True
int4_awq_b1_o256_caseB_rep2_batch10of30_1780422103,int4_awq_b1_o256_caseB_rep2,int4_awq,1,256,B,889,2,10,30,1,success,387.679884,1.5971,154.12,289.76,23656.3,23656.3,889,180,112.7032,2.153777,8.87,2.1537771333333335,0.4643005929087618,0.03166052386,26,True
int4_awq_b1_o256_caseC_rep2_batch25of30_1780412766,int4_awq_b1_o256_caseC_rep2,int4_awq,1,256,C,3792,2,25,30,1,success,663.742312,2.6022,188.24,315.04,23656.3,23656.3,3792,256,98.3779,2.592743,10.16,2.59274340625,0.38569184964058767,0.05420562214666667,36,True
